Threads,Run,Time (s)
2,1,1.960120967
2,2,1.977511848
2,3,1.979162875
2,4,1.978929272
2,5,1.948243076
4,1,1.013155374
4,2,1.006540502
4,3,1.001865802
4,4,1.009912993
4,5,1.012580669
8,1,.614688752
8,2,.596168843
8,3,.618816860
8,4,.580117522
8,5,.568795799
16,1,.456669404
16,2,.465406454
16,3,.459930249
16,4,.472360770
16,5,.461362001
32,1,.485108473
32,2,.483484742
32,3,.475806800
32,4,.480278491
32,5,.476372339
