Threads,Run,Time (s)
2,1,.050980135
2,2,.048433838
2,3,.052481384
2,4,.052169812
2,5,.048686430
4,1,.061240679
4,2,.060509409
4,3,.059057751
4,4,.059868070
4,5,.060288983
8,1,.081510280
8,2,.081870656
8,3,.081332686
8,4,.081343746
8,5,.080729540
16,1,.131060395
16,2,.135395630
16,3,.131253690
16,4,.131735314
16,5,.129572597
32,1,.240801604
32,2,.238816707
32,3,.237550403
32,4,.248766595
32,5,.242477248
