Threads,Run,Time (s)
2,1,2.113402282
2,2,2.073426580
2,3,2.051907901
2,4,2.055365095
2,5,2.079089845
4,1,1.055160118
4,2,1.055748359
4,3,1.054446550
4,4,1.056557709
4,5,1.053264028
8,1,.656506365
8,2,.640737199
8,3,.637949304
8,4,.657700233
8,5,.619534588
16,1,.489341883
16,2,.488845860
16,3,.491510397
16,4,.485925185
16,5,.495145474
32,1,1.106597382
32,2,1.121169382
32,3,1.106200971
32,4,1.097887652
32,5,1.121533685
