Threads,Run,Time (s)
2,1,.051247518
2,2,.048922061
2,3,.048705728
2,4,.048837811
2,5,.049154649
4,1,.031649029
4,2,.031513567
4,3,.031235251
4,4,.031516359
4,5,.031574915
8,1,.021940205
8,2,.021883715
8,3,.022912822
8,4,.022476041
8,5,.021699296
16,1,.018615232
16,2,.019311696
16,3,.018459631
16,4,.017961491
16,5,.018209317
32,1,.017338219
32,2,.017917701
32,3,.017224141
32,4,.017469519
32,5,.018014416
